Time,GeneralEvent,ClinicalEvent,L Foot Contact,R Foot Contact,L Foot Pressure,R Foot Pressure,Walkway_X,Walkway_Y,WalkwayPressureLevel,WalkwayFoot,LowerBack_Acc_X,LowerBack_Acc_Y,LowerBack_Acc_Z,LowerBack_FreeAcc_E,LowerBack_FreeAcc_N,LowerBack_FreeAcc_U,LowerBack_Gyr_X,LowerBack_Gyr_Y,LowerBack_Gyr_Z,LowerBack_Mag_X,LowerBack_Mag_Y,LowerBack_Mag_Z,LowerBack_VelInc_X,LowerBack_VelInc_Y,LowerBack_VelInc_Z,LowerBack_OriInc_q0,LowerBack_OriInc_q1,LowerBack_OriInc_q2,LowerBack_OriInc_q3,LowerBack_Roll,LowerBack_Pitch,LowerBack_Yaw,R_Wrist_Acc_X,R_Wrist_Acc_Y,R_Wrist_Acc_Z,R_Wrist_FreeAcc_E,R_Wrist_FreeAcc_N,R_Wrist_FreeAcc_U,R_Wrist_Gyr_X,R_Wrist_Gyr_Y,R_Wrist_Gyr_Z,R_Wrist_Mag_X,R_Wrist_Mag_Y,R_Wrist_Mag_Z,R_Wrist_VelInc_X,R_Wrist_VelInc_Y,R_Wrist_VelInc_Z,R_Wrist_OriInc_q0,R_Wrist_OriInc_q1,R_Wrist_OriInc_q2,R_Wrist_OriInc_q3,R_Wrist_Roll,R_Wrist_Pitch,R_Wrist_Yaw,L_Wrist_Acc_X,L_Wrist_Acc_Y,L_Wrist_Acc_Z,L_Wrist_FreeAcc_E,L_Wrist_FreeAcc_N,L_Wrist_FreeAcc_U,L_Wrist_Gyr_X,L_Wrist_Gyr_Y,L_Wrist_Gyr_Z,L_Wrist_Mag_X,L_Wrist_Mag_Y,L_Wrist_Mag_Z,L_Wrist_VelInc_X,L_Wrist_VelInc_Y,L_Wrist_VelInc_Z,L_Wrist_OriInc_q0,L_Wrist_OriInc_q1,L_Wrist_OriInc_q2,L_Wrist_OriInc_q3,L_Wrist_Roll,L_Wrist_Pitch,L_Wrist_Yaw,R_MidLatThigh_Acc_X,R_MidLatThigh_Acc_Y,R_MidLatThigh_Acc_Z,R_MidLatThigh_FreeAcc_E,R_MidLatThigh_FreeAcc_N,R_MidLatThigh_FreeAcc_U,R_MidLatThigh_Gyr_X,R_MidLatThigh_Gyr_Y,R_MidLatThigh_Gyr_Z,R_MidLatThigh_Mag_X,R_MidLatThigh_Mag_Y,R_MidLatThigh_Mag_Z,R_MidLatThigh_VelInc_X,R_MidLatThigh_VelInc_Y,R_MidLatThigh_VelInc_Z,R_MidLatThigh_OriInc_q0,R_MidLatThigh_OriInc_q1,R_MidLatThigh_OriInc_q2,R_MidLatThigh_OriInc_q3,R_MidLatThigh_Roll,R_MidLatThigh_Pitch,R_MidLatThigh_Yaw,L_MidLatThigh_Acc_X,L_MidLatThigh_Acc_Y,L_MidLatThigh_Acc_Z,L_MidLatThigh_FreeAcc_E,L_MidLatThigh_FreeAcc_N,L_MidLatThigh_FreeAcc_U,L_MidLatThigh_Gyr_X,L_MidLatThigh_Gyr_Y,L_MidLatThigh_Gyr_Z,L_MidLatThigh_Mag_X,L_MidLatThigh_Mag_Y,L_MidLatThigh_Mag_Z,L_MidLatThigh_VelInc_X,L_MidLatThigh_VelInc_Y,L_MidLatThigh_VelInc_Z,L_MidLatThigh_OriInc_q0,L_MidLatThigh_OriInc_q1,L_MidLatThigh_OriInc_q2,L_MidLatThigh_OriInc_q3,L_MidLatThigh_Roll,L_MidLatThigh_Pitch,L_MidLatThigh_Yaw,R_LatShank_Acc_X,R_LatShank_Acc_Y,R_LatShank_Acc_Z,R_LatShank_FreeAcc_E,R_LatShank_FreeAcc_N,R_LatShank_FreeAcc_U,R_LatShank_Gyr_X,R_LatShank_Gyr_Y,R_LatShank_Gyr_Z,R_LatShank_Mag_X,R_LatShank_Mag_Y,R_LatShank_Mag_Z,R_LatShank_VelInc_X,R_LatShank_VelInc_Y,R_LatShank_VelInc_Z,R_LatShank_OriInc_q0,R_LatShank_OriInc_q1,R_LatShank_OriInc_q2,R_LatShank_OriInc_q3,R_LatShank_Roll,R_LatShank_Pitch,R_LatShank_Yaw,L_LatShank_Acc_X,L_LatShank_Acc_Y,L_LatShank_Acc_Z,L_LatShank_FreeAcc_E,L_LatShank_FreeAcc_N,L_LatShank_FreeAcc_U,L_LatShank_Gyr_X,L_LatShank_Gyr_Y,L_LatShank_Gyr_Z,L_LatShank_Mag_X,L_LatShank_Mag_Y,L_LatShank_Mag_Z,L_LatShank_VelInc_X,L_LatShank_VelInc_Y,L_LatShank_VelInc_Z,L_LatShank_OriInc_q0,L_LatShank_OriInc_q1,L_LatShank_OriInc_q2,L_LatShank_OriInc_q3,L_LatShank_Roll,L_LatShank_Pitch,L_LatShank_Yaw,R_DorsalFoot_Acc_X,R_DorsalFoot_Acc_Y,R_DorsalFoot_Acc_Z,R_DorsalFoot_FreeAcc_E,R_DorsalFoot_FreeAcc_N,R_DorsalFoot_FreeAcc_U,R_DorsalFoot_Gyr_X,R_DorsalFoot_Gyr_Y,R_DorsalFoot_Gyr_Z,R_DorsalFoot_Mag_X,R_DorsalFoot_Mag_Y,R_DorsalFoot_Mag_Z,R_DorsalFoot_VelInc_X,R_DorsalFoot_VelInc_Y,R_DorsalFoot_VelInc_Z,R_DorsalFoot_OriInc_q0,R_DorsalFoot_OriInc_q1,R_DorsalFoot_OriInc_q2,R_DorsalFoot_OriInc_q3,R_DorsalFoot_Roll,R_DorsalFoot_Pitch,R_DorsalFoot_Yaw,L_DorsalFoot_Acc_X,L_DorsalFoot_Acc_Y,L_DorsalFoot_Acc_Z,L_DorsalFoot_FreeAcc_E,L_DorsalFoot_FreeAcc_N,L_DorsalFoot_FreeAcc_U,L_DorsalFoot_Gyr_X,L_DorsalFoot_Gyr_Y,L_DorsalFoot_Gyr_Z,L_DorsalFoot_Mag_X,L_DorsalFoot_Mag_Y,L_DorsalFoot_Mag_Z,L_DorsalFoot_VelInc_X,L_DorsalFoot_VelInc_Y,L_DorsalFoot_VelInc_Z,L_DorsalFoot_OriInc_q0,L_DorsalFoot_OriInc_q1,L_DorsalFoot_OriInc_q2,L_DorsalFoot_OriInc_q3,L_DorsalFoot_Roll,L_DorsalFoot_Pitch,L_DorsalFoot_Yaw,R_Ankle_Acc_X,R_Ankle_Acc_Y,R_Ankle_Acc_Z,R_Ankle_FreeAcc_E,R_Ankle_FreeAcc_N,R_Ankle_FreeAcc_U,R_Ankle_Gyr_X,R_Ankle_Gyr_Y,R_Ankle_Gyr_Z,R_Ankle_Mag_X,R_Ankle_Mag_Y,R_Ankle_Mag_Z,R_Ankle_VelInc_X,R_Ankle_VelInc_Y,R_Ankle_VelInc_Z,R_Ankle_OriInc_q0,R_Ankle_OriInc_q1,R_Ankle_OriInc_q2,R_Ankle_OriInc_q3,R_Ankle_Roll,R_Ankle_Pitch,R_Ankle_Yaw,L_Ankle_Acc_X,L_Ankle_Acc_Y,L_Ankle_Acc_Z,L_Ankle_FreeAcc_E,L_Ankle_FreeAcc_N,L_Ankle_FreeAcc_U,L_Ankle_Gyr_X,L_Ankle_Gyr_Y,L_Ankle_Gyr_Z,L_Ankle_Mag_X,L_Ankle_Mag_Y,L_Ankle_Mag_Z,L_Ankle_VelInc_X,L_Ankle_VelInc_Y,L_Ankle_VelInc_Z,L_Ankle_OriInc_q0,L_Ankle_OriInc_q1,L_Ankle_OriInc_q2,L_Ankle_OriInc_q3,L_Ankle_Roll,L_Ankle_Pitch,L_Ankle_Yaw,Xiphoid_Acc_X,Xiphoid_Acc_Y,Xiphoid_Acc_Z,Xiphoid_FreeAcc_E,Xiphoid_FreeAcc_N,Xiphoid_FreeAcc_U,Xiphoid_Gyr_X,Xiphoid_Gyr_Y,Xiphoid_Gyr_Z,Xiphoid_Mag_X,Xiphoid_Mag_Y,Xiphoid_Mag_Z,Xiphoid_VelInc_X,Xiphoid_VelInc_Y,Xiphoid_VelInc_Z,Xiphoid_OriInc_q0,Xiphoid_OriInc_q1,Xiphoid_OriInc_q2,Xiphoid_OriInc_q3,Xiphoid_Roll,Xiphoid_Pitch,Xiphoid_Yaw,Forehead_Acc_X,Forehead_Acc_Y,Forehead_Acc_Z,Forehead_FreeAcc_E,Forehead_FreeAcc_N,Forehead_FreeAcc_U,Forehead_Gyr_X,Forehead_Gyr_Y,Forehead_Gyr_Z,Forehead_Mag_X,Forehead_Mag_Y,Forehead_Mag_Z,Forehead_VelInc_X,Forehead_VelInc_Y,Forehead_VelInc_Z,Forehead_OriInc_q0,Forehead_OriInc_q1,Forehead_OriInc_q2,Forehead_OriInc_q3,Forehead_Roll,Forehead_Pitch,Forehead_Yaw,LPressure1,LPressure2,LPressure3,LPressure4,LPressure5,LPressure6,LPressure7,LPressure8,LPressure9,LPressure10,LPressure11,LPressure12,LPressure13,LPressure14,LPressure15,LPressure16,Linsole:Acc_X,Linsole:Acc_Y,Linsole:Acc_Z,Linsole:Gyr_X,Linsole:Gyr_Y,Linsole:Gyr_Z,LTotalForce,LCoP_X,LCoP_Y,RPressure1,RPressure2,RPressure3,RPressure4,RPressure5,RPressure6,RPressure7,RPressure8,RPressure9,RPressure10,RPressure11,RPressure12,RPressure13,RPressure14,RPressure15,RPressure16,Rinsole:Acc_X,Rinsole:Acc_Y,Rinsole:Acc_Z,Rinsole:Gyr_X,Rinsole:Gyr_Y,Rinsole:Gyr_Z,RTotalForce,RCoP_X,RCoP_Y
0 sec,Sitting,unlabeled,1,1,39,40,30|31|32|33|30|31|32|33|65|66|67|30|31|32|33|64|65|66|67|68|31|32|64|65|66|67|68|65|66|67|68|86|87|85|86|87|88|84|85|86|87|88|84|85|86|87|88|89|79|86|87|88|79|79|77|86|87|77|83|84|85|86|87|83|84|85|86|87|84|85|86|87|29|30|85|29|30|31|65|28|29|30|31|32|63|64|65|66|29|30|31|63|64|65|66|63|64|65|66|64|65,3|3|3|3|4|4|4|4|4|4|4|5|5|5|5|5|5|5|5|5|6|6|6|6|6|6|6|7|7|7|7|9|9|10|10|10|10|11|11|11|11|11|12|12|12|12|12|12|13|13|13|13|14|15|35|35|35|36|36|36|36|36|36|37|37|37|37|37|38|38|38|38|39|39|39|40|40|40|40|41|41|41|41|41|41|41|41|41|42|42|42|42|42|42|42|43|43|43|43|44|44,4|9|10|4|7|10|7|8|5|8|6|5|11|5|6|2|10|7|8|5|3|5|2|10|7|8|6|5|9|7|3|3|2|2|3|4|2|2|4|2|4|3|2|2|3|4|3|2|2|2|3|2|4|3|2|2|2|2|2|4|3|4|4|3|4|3|4|4|3|3|4|2|2|3|3|8|6|6|2|2|10|5|5|2|4|9|9|2|7|7|4|11|11|8|8|9|11|10|6|5|5,Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|R|R|R|R|R|R|R|R|R|R|R|R|R|R|R|R|R|R|R|R|R|R|R|L|L|L|L|L|L|L|L|L|L|L|L|L|L|L|L|L|L|Other 1|Other 1|L|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1,9.127256,-0.363852,-3.592293,0.012844,0.024999,0.002758,-0.002225,-0.014006,-0.001724,-0.4729,0.644531,-0.128418,0.091275,-0.00364,-0.035916,1,-1.1e-05,-7e-05,-9e-06,-173.850796,-68.324086,118.816112,4.732335,-8.553196,-1.016955,-0.010738,-0.053568,0.014996,0.009833,-0.000364,-0.000258,-0.712646,0.099854,-0.266846,0.047323,-0.085532,-0.010174,1,4.9e-05,-2e-06,-1e-06,-97.076167,-28.965124,133.920492,4.055326,8.916409,-0.497919,0.152503,0.003753,-0.005921,-0.025484,0.007238,-0.005614,-0.131592,-0.473633,0.614258,0.040556,0.089162,-0.004992,1,-0.000127,3.6e-05,-2.8e-05,94.147367,-24.23666,79.4544,0.888245,-9.699849,-0.798012,0.079357,0.126288,-0.040757,-0.005209,-0.002336,9.5e-05,-0.253174,0.423096,-0.601563,0.008883,-0.096999,-0.007977,1,-2.6e-05,-1.2e-05,0,-93.867368,-4.945428,129.82959,2.359385,9.335709,-1.566318,0.001799,0.003209,-0.056895,0.007084,-0.004225,0.007184,-0.500488,-0.348389,0.469727,0.023591,0.093358,-0.015659,1,3.5e-05,-2.1e-05,3.6e-05,99.534858,-13.973743,81.011146,9.281215,3.01305,-1.267023,0.024838,0.006876,0.027236,0.002877,-0.000802,-0.001656,-0.464355,-0.000244,-0.929932,0.092812,0.03013,-0.012669,1,1.4e-05,-4e-06,-8e-06,112.588537,-70.729301,-135.489155,9.496127,-1.296496,-2.153143,-0.006923,0.052541,0.010273,-0.005008,-0.010677,0.000742,-0.625977,0.127686,1.081055,0.094962,-0.012965,-0.021526,1,-2.5e-05,-5.3e-05,4e-06,-150.15307,-75.2127,1.135439,6.592258,-0.440617,7.314532,0.004704,0.022501,0.043978,-0.0033,-0.002284,0.001607,0.19458,-0.986816,-0.362061,0.065922,-0.004404,0.073146,1,-1.6e-05,-1.1e-05,8e-06,-3.377738,-41.851071,100.596869,6.409675,1.363767,7.320648,0.016269,0.031187,0.012507,0.001711,0.00044,0.004928,-0.998291,-0.794189,-0.315674,0.064097,0.013639,0.073206,1,9e-06,2e-06,2.5e-05,10.826579,-40.715931,151.170714,9.595082,2.12867,0.092656,0.014798,0.00096,0.016107,0.00053,-0.00457,0.001016,-0.279541,-0.174561,-0.834473,0.095951,0.021287,0.000929,1,3e-06,-2.3e-05,5e-06,87.222863,-77.417281,-40.92682,9.344237,-1.748532,-2.283169,0.06144,0.075734,-0.036416,-0.00538,-0.004194,-0.002083,-0.450439,0.392334,0.833252,0.093443,-0.017487,-0.022829,1,-2.7e-05,-2.1e-05,-1e-05,-144.025447,-72.525583,1.838042,9.769426,-0.806523,0.426453,-0.001887,-0.02856,-0.000797,-0.016762,0.015079,-0.012259,-0.373291,-0.460449,0.168457,0.097694,-0.008071,0.004258,1,-8.4e-05,7.5e-05,-6.1e-05,-63.655111,-84.742736,148.816506,-0.472235,-9.538454,1.317507,0.056087,0.07016,-0.172518,-0.007339,-0.015467,-0.031916,-0.358643,0.496582,0.099609,-0.004739,-0.095383,0.013178,1,-3.7e-05,-7.7e-05,-0.00016,-82.672748,2.782442,-40.683756,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.01 sec,Sitting,unlabeled,1,1,39,40,30|31|32|33|30|31|32|33|65|66|67|30|31|32|33|64|65|66|67|68|31|32|64|65|66|67|68|65|66|67|68|86|87|85|86|87|88|84|85|86|87|88|84|85|86|87|88|89|79|86|87|88|79|79|77|86|87|77|83|84|85|86|87|83|84|85|86|87|84|85|86|87|29|30|85|29|30|31|65|28|29|30|31|32|63|64|65|66|29|30|31|63|64|65|66|63|64|65|66|64|65,3|3|3|3|4|4|4|4|4|4|4|5|5|5|5|5|5|5|5|5|6|6|6|6|6|6|6|7|7|7|7|9|9|10|10|10|10|11|11|11|11|11|12|12|12|12|12|12|13|13|13|13|14|15|35|35|35|36|36|36|36|36|36|37|37|37|37|37|38|38|38|38|39|39|39|40|40|40|40|41|41|41|41|41|41|41|41|41|42|42|42|42|42|42|42|43|43|43|43|44|44,4|9|10|4|7|10|7|8|5|8|6|5|11|5|6|2|10|7|8|5|3|5|2|11|7|8|6|5|9|7|3|3|2|2|3|4|2|2|4|2|4|3|2|2|3|4|3|2|2|2|3|2|4|3|2|2|2|2|2|4|3|4|4|3|4|3|4|4|3|3|4|2|2|3|3|8|6|6|2|2|10|5|5|2|4|9|9|2|7|7|4|11|11|8|8|9|11|10|6|5|5,Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|R|R|R|R|R|R|R|R|R|R|R|R|R|R|R|R|R|R|R|R|R|R|R|L|L|L|L|L|L|L|L|L|L|L|L|L|L|L|L|L|L|Other 1|Other 1|L|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1,9.132596,-0.38254,-3.542502,-0.030998,0.054318,-0.009827,0.003145,-0.010433,-0.002422,-0.472412,0.626465,-0.128174,0.091328,-0.003826,-0.03542,1,1.6e-05,-5.2e-05,-1.2e-05,-173.855263,-68.321006,118.823154,4.730838,-8.499265,-1.023875,-0.017168,-0.025928,-0.031804,0.013545,0.000503,-0.002289,-0.712402,0.08252,-0.262939,0.047307,-0.084992,-0.010245,1,6.8e-05,3e-06,-1.1e-05,-97.068123,-28.964724,133.91724,4.055862,8.928054,-0.528167,0.120777,0.005383,0.006911,-0.018896,0.010973,-0.003501,-0.131104,-0.494873,0.615723,0.04056,0.089279,-0.005292,1,-9.4e-05,5.5e-05,-1.8e-05,94.134955,-24.231673,79.462285,0.897208,-9.721545,-0.791711,0.069022,0.126704,-0.018842,-0.001272,0.000828,-0.000252,-0.25415,0.404785,-0.602539,0.008972,-0.097216,-0.007917,1,-6e-06,4e-06,-1e-06,-93.865706,-4.946498,129.826264,2.349275,9.317259,-1.579629,-0.014055,-0.00036,-0.074852,0.012047,-0.001531,0.006388,-0.500732,-0.367432,0.469238,0.02349,0.093174,-0.015791,1,6e-05,-8e-06,3.2e-05,99.542637,-13.973956,81.010855,9.268086,2.984083,-1.253787,0.005624,-0.010538,0.004339,0.000595,0.001453,-0.000978,-0.470459,-0.011963,-0.929443,0.092681,0.02984,-0.012538,1,3e-06,7e-06,-5e-06,112.585653,-70.72858,-135.487376,9.483548,-1.275658,-2.157772,-0.003229,0.032803,-0.003514,-0.002944,-0.008836,-0.001272,-0.630615,0.116211,1.081055,0.094836,-0.012757,-0.021573,1,-1.5e-05,-4.4e-05,-6e-06,-150.166426,-75.211304,1.148046,6.571203,-0.451536,7.339369,0.019999,-0.007899,0.048878,-0.002568,-0.003622,0.001137,0.192871,-0.994385,-0.360107,0.065711,-0.004514,0.073395,1,-1.3e-05,-1.8e-05,6e-06,-3.37737,-41.851691,100.596509,6.406322,1.367854,7.354739,0.039388,0.021561,0.03628,-4.5e-05,-4.3e-05,0.003434,-1.001953,-0.803467,-0.315186,0.064063,0.01368,0.073547,1,-0,-0,1.7e-05,10.828972,-40.716045,151.167223,9.615182,2.138629,0.065885,0.029495,0.024031,0.03761,0.002151,-0.006633,0.003452,-0.281738,-0.184082,-0.833496,0.096151,0.021388,0.000662,1,1.1e-05,-3.3e-05,1.7e-05,87.230165,-77.417687,-40.933846,9.33799,-1.766809,-2.311968,0.027028,0.073173,-0.032157,-0.015094,-0.003976,-0.005557,-0.455566,0.38208,0.835693,0.09338,-0.017672,-0.023116,1,-7.5e-05,-2e-05,-2.8e-05,-144.043783,-72.526998,1.849011,9.782201,-0.80982,0.39601,0.003853,0.003822,0.010961,-0.015768,0.015539,-0.00728,-0.372314,-0.45459,0.160156,0.097822,-0.008101,0.003953,1,-7.9e-05,7.8e-05,-3.6e-05,-63.53743,-84.740376,148.690725,-0.479685,-9.584704,1.30392,0.038241,0.061439,-0.12808,-0.013965,-0.016397,-0.028677,-0.361572,0.48584,0.100342,-0.004812,-0.095845,0.013046,1,-7e-05,-8.2e-05,-0.000143,-82.681327,2.768263,-40.67761,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.02 sec,Sitting,unlabeled,1,1,39,40,30|31|32|33|30|31|32|33|65|66|67|30|31|32|33|64|65|66|67|68|31|32|64|65|66|67|68|65|66|67|68|86|87|85|86|87|88|84|85|86|87|88|84|85|86|87|88|89|79|86|87|88|79|79|77|86|87|77|83|84|85|86|87|83|84|85|86|87|84|85|86|87|29|30|85|29|30|31|65|28|29|30|31|32|63|64|65|66|29|30|31|63|64|65|66|63|64|65|66|64|65,3|3|3|3|4|4|4|4|4|4|4|5|5|5|5|5|5|5|5|5|6|6|6|6|6|6|6|7|7|7|7|9|9|10|10|10|10|11|11|11|11|11|12|12|12|12|12|12|13|13|13|13|14|15|35|35|35|36|36|36|36|36|36|37|37|37|37|37|38|38|38|38|39|39|39|40|40|40|40|41|41|41|41|41|41|41|41|41|42|42|42|42|42|42|42|43|43|43|43|44|44,4|9|10|4|7|10|7|8|5|8|6|5|11|5|6|2|10|7|8|5|3|5|2|11|7|8|6|5|9|7|3|3|2|2|3|4|2|2|4|2|4|3|2|2|3|4|3|2|2|2|3|2|4|3|2|2|2|2|2|4|3|4|4|3|4|3|4|4|3|3|4|2|2|3|3|8|6|6|2|2|10|5|5|2|4|9|9|2|7|7|4|11|11|8|8|9|11|10|6|5|5,Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|R|R|R|R|R|R|R|R|R|R|R|R|R|R|R|R|R|R|R|R|R|R|R|L|L|L|L|L|L|L|L|L|L|L|L|L|L|L|L|L|L|Other 1|Other 1|L|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1|Other 1,9.116727,-0.351814,-3.541975,-0.00348,0.067399,-0.025987,-0.001378,-0.010228,0.003725,-0.476074,0.644287,-0.132813,0.091169,-0.003517,-0.035415,1,-7e-06,-5.1e-05,1.9e-05,-173.853355,-68.317876,118.819991,4.699395,-8.527333,-1.057289,0.034828,-0.035497,-0.019061,0.008773,0.003228,-0.003227,-0.714111,0.100098,-0.270264,0.046992,-0.085274,-0.010577,1,4.4e-05,1.6e-05,-1.6e-05,-97.061639,-28.964905,133.912012,4.026227,8.930003,-0.508288,0.13409,-0.023903,-0.004769,-0.011575,0.010883,-0.003798,-0.130859,-0.475586,0.611816,0.040264,0.089299,-0.00509,1,-5.8e-05,5.4e-05,-1.9e-05,94.127315,-24.226526,79.470352,0.886799,-9.754275,-0.795353,0.078692,0.11732,0.013041,-0.004471,-0.000985,0.000476,-0.255127,0.425049,-0.60791,0.008868,-0.097543,-0.007951,1,-2.2e-05,-5e-06,2e-06,-93.866743,-4.947328,129.822503,2.362074,9.375409,-1.581356,-0.004744,-0.003053,-0.015833,0.019619,-0.000975,-4e-05,-0.503906,-0.348633,0.466797,0.023621,0.093756,-0.015804,1,9.8e-05,-5e-06,-0,99.554835,-13.97045,81.011905,9.301478,2.985607,-1.262416,0.006085,-0.020483,0.037418,0.002752,0.000124,0.000421,-0.476318,0.001709,-0.936523,0.093015,0.029856,-0.012624,1,1.4e-05,1e-06,2e-06,112.587138,-70.728342,-135.488839,9.456216,-1.288658,-2.142047,-0.003321,0.052613,-0.031775,0.00189,-0.01242,-0.003781,-0.632813,0.128174,1.072754,0.094563,-0.012888,-0.021415,1,9e-06,-6.2e-05,-1.9e-05,-150.185562,-75.208754,1.166841,6.540548,-0.469395,7.30562,0.039621,-0.005287,0.004113,-0.004032,-0.000945,0.002077,0.1875,-0.985352,-0.368408,0.065405,-0.004692,0.073057,1,-2e-05,-5e-06,1e-05,-3.378375,-41.850813,100.597311,6.409844,1.363408,7.320567,0.016698,0.032154,0.012503,0.001371,-0.002245,0.002807,-1.005859,-0.792236,-0.322998,0.064097,0.013634,0.073206,1,7e-06,-1.1e-05,1.4e-05,10.832636,-40.717342,151.164082,9.595208,2.128157,0.091372,0.015767,0.001175,0.016106,0.004842,-0.006769,0.002856,-0.28833,-0.172607,-0.84082,0.095952,0.021283,0.000917,1,2.4e-05,-3.4e-05,1.4e-05,87.239133,-77.417811,-40.937277,9.337899,-1.766253,-2.312757,0.026781,0.073039,-0.032155,0.002435,-0.010531,-0.00321,-0.458008,0.394043,0.824951,0.09338,-0.017664,-0.023123,1,1.2e-05,-5.3e-05,-1.6e-05,-144.055951,-72.524685,1.860853,9.785274,-0.834279,0.420571,0.026583,-0.020834,0.01703,-0.017545,0.013249,-0.011406,-0.383057,-0.461182,0.16748,0.097853,-0.008348,0.0042,1,-8.8e-05,6.6e-05,-5.7e-05,-63.421707,-84.740615,148.566833,-0.439775,-9.641718,1.288859,0.055452,0.019707,-0.075449,-0.020591,-0.017328,-0.025438,-0.36499,0.498047,0.09082,-0.004411,-0.096415,0.012898,1,-0.000103,-8.7e-05,-0.000127,-82.693654,2.755938,-40.669703,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
